n, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100
1, 0
2, 0, 0
3, 0, 0, 0
4, 0, 0, 0, 0
5, 0, 0, 1000000, 0, 0
6, 0, 0, 0, 0, 0, 999000
7, 0, 0, 0, 0, 0, 999000, 0
8, 0, 0, 0, 0, 0, 1000000, 0, 0
9, 0, 0, 0, 999000, 0, 0, 0, 0, 0
10, 0, 0, 0, 0, 0, 0, 0, 0, 1000000, 0
11, 0, 0, 999000, 0, 0, 0, 0, 0, 1001000, 0, 0
12, 0, 0, 0, 0, 0, 0, 0, 0, 998000, 0, 0, 999000
13, 0, 0, 0, 0, 0, 0, 0, 999000, 0, 0, 0, 1000000, 0
14, 999000, 0, 0, 0, 0, 0, 0, 0, 0, 1000000, 0, 0, 999000, 999000
15, 0, 0, 0, 0, 0, 0, 972000, 0, 0, 999000, 0, 1000000, 999000, 999000, 999000
16, 0, 0, 0, 0, 0, 0, 0, 0, 999000, 0, 0, 1000000, 999000, 999000, 1998000, 2999000
17, 0, 0, 0, 0, 0, 0, 998000, 0, 0, 0, 998000, 1001000, 0, 1998000, 999000, 1999000, 2998000
18, 0, 0, 0, 999000, 0, 0, 0, 0, 0, 1001000, 0, 999000, 998000, 1998000, 1999000, 1998000, 2998000, 4999000
19, 0, 0, 0, 0, 1000000, 0, 0, 0, 0, 1000000, 0, 1000000, 999000, 998000, 1999000, 2998000, 2997000, 5996000, 5995000
20, 0, 0, 1000000, 0, 0, 0, 0, 0, 0, 1000000, 0, 999000, 999000, 1998000, 2000000, 1999000, 3996000, 4997000, 6994000, 8995000
21, 0, 0, 0, 0, 0, 0, 0, 1000000, 0, 0, 998000, 1001000, 1997000, 999000, 1999000, 3000000, 3997000, 4995000, 6996000, 9993000, 12991000
22, 999000, 0, 0, 0, 0, 0, 0, 1000000, 0, 999000, 999000, 999000, 1010000, 1989000, 1999000, 2998000, 4995000, 5998000, 6994000, 10991000, 16989000, 23982000
23, 997000, 0, 0, 0, 0, 1000000, 0, 0, 998000, 1000000, 999000, 1998000, 2000000, 2999000, 1998000, 3996000, 3998000, 5995000, 7994000, 10992000, 15990000, 19987000, 28980000
24, 0, 0, 0, 1002000, 0, 0, 0, 0, 999000, 0, 1000000, 998000, 1000000, 1999000, 4996000, 4996000, 6996000, 5995000, 8994000, 10993000, 14997000, 20977000, 27566000, 37974000
25, 999000, 0, 0, 0, 0, 0, 0, 1000000, 0, 0, 998000, 1000000, 999000, 1999000, 2998000, 4006000, 4988000, 5995000, 8950000, 11993000, 15988000, 21984000, 29979000, 45968000, 57959000
26, 1000000, 0, 0, 0, 0, 999000, 0, 0, 999000, 999000, 0, 1000000, 1998000, 1000000, 2997000, 4996000, 6998000, 6995000, 12988000, 17989000, 15989000, 26980000, 42307000, 41970000, 58960000, 84940000
27, 1001000, 0, 0, 0, 999000, 0, 0, 0, 998000, 0, 999000, 999000, 1001000, 3997000, 5996000, 7995000, 5995000, 5995000, 11992000, 12990000, 19986000, 26983000, 34973000, 65955000, 84940000, 81943000, 109923000
28, 998000, 0, 0, 0, 0, 1001000, 0, 0, 999000, 0, 998000, 1001000, 999000, 2998000, 2998000, 2998000, 5996000, 6997000, 9991000, 12991000, 18986000, 23983000, 34977000, 47965000, 61955000, 83942000, 124913000, 156890000
29, 993000, 0, 0, 1000000, 0, 0, 999000, 0, 1001000, 998000, 1000000, 999000, 999000, 2998000, 2997000, 5996000, 4998000, 7993000, 9992000, 13992000, 18987000, 24982000, 32977000, 49963000, 63957000, 85938000, 126911000, 163886000, 229838000
30, 1998000, 0, 0, 0, 0, 0, 0, 999000, 0, 999000, 1000000, 999000, 999000, 2000000, 2996000, 4998000, 4996000, 7547000, 9995000, 14989000, 19986000, 25981000, 36974000, 47967000, 69950000, 91937000, 142900000, 238830000, 248369000, 325774000
31, 1992000, 0, 0, 0, 0, 0, 1000000, 0, 0, 999000, 998000, 1001000, 998000, 3000000, 2997000, 3997000, 5556000, 7994000, 9993000, 13991000, 19986000, 26980000, 36980000, 51959000, 67952000, 96931000, 129910000, 178872000, 250824000, 348703000, 440382000
32, 2998000, 0, 0, 0, 0, 0, 1000000, 0, 1004000, 0, 1993000, 999000, 2000000, 1997000, 2998000, 4997000, 6995000, 7994000, 10993000, 14989000, 19986000, 29978000, 37974000, 52963000, 69952000, 111920000, 134905000, 177876000, 245366000, 334788000, 454858000, 436262000
33, 1999000, 0, 0, 0, 0, 0, 1000000, 0, 999000, 0, 999000, 999000, 1999000, 2997000, 2998000, 3999000, 5995000, 7994000, 12552000, 14990000, 25981000, 34976000, 46967000, 61958000, 74946000, 100928000, 137903000, 188714000, 259815000, 348755000, 484526000, 465673000, 649543000
34, 2000000, 0, 0, 0, 0, 997000, 0, 1001000, 0, 998000, 999000, 999000, 2002000, 2994000, 3000000, 3996000, 6995000, 8994000, 11991000, 15989000, 23983000, 29979000, 38973000, 62956000, 74946000, 104605000, 148895000, 190866000, 261816000, 369583000, 277805000, 458678000, 646102000, 883952000
35, 1997000, 0, 0, 0, 0, 0, 999000, 0, 1001000, 998000, 999000, 999000, 1999000, 1998000, 3998000, 3996000, 6996000, 9993000, 11991000, 16988000, 22985000, 30977000, 42970000, 55970000, 80563000, 112919000, 145912000, 202842000, 274534000, 369740000, 515636000, 259368000, 702747000, 928640000, 1246692000
36, 2975000, 0, 1000000, 0, 0, 0, 0, 998000, 0, 1000000, 999000, 1000000, 1999000, 2998000, 2997000, 5996000, 5996000, 9993000, 12990000, 16989000, 25196000, 30977000, 44969000, 60527000, 79825000, 109923000, 162425000, 206855000, 319776000, 400276000, 565602000, 542619000, 727422000, 967098000, 1315340000, 1787519000
37, 3995000, 0, 0, 0, 0, 0, 999000, 0, 0, 1000000, 1007000, 1993000, 997000, 2999000, 3997000, 4996000, 5996000, 9993000, 14989000, 19988000, 22982000, 32977000, 44968000, 59959000, 83940000, 114920000, 153890000, 209447000, 298791000, 390388000, 295792000, 511180000, 707504000, 1002665000, 1318195000, 1815625000, 2466132000
38, 5995000, 999000, 0, 0, 0, 0, 0, 1000000, 998000, 999000, 1000000, 1998000, 1999000, 2005000, 3990000, 5997000, 5996000, 8994000, 13990000, 16988000, 30978000, 34975000, 48965000, 63956000, 84510000, 117918000, 158887000, 217847000, 302787000, 438691000, 802661000, 542189000, 1133421000, 1742860000, 2523107000, 3674436000, 3085440000, 3878276000
39, 8993000, 0, 0, 0, 0, 999000, 0, 0, 1000000, 998000, 999000, 999000, 1999000, 3997000, 3997000, 6996000, 9994000, 8992000, 13991000, 18986000, 26981000, 34976000, 47966000, 64954000, 88940000, 118915000, 176648000, 229840000, 319773000, 458678000, 337763000, 606193000, 757188000, 1199945000, 1542737000, 2104735000, 3112989000, 3655994000, 4857917000
40, 5997000, 0, 0, 0, 999000, 0, 0, 1000000, 0, 2001000, 996000, 999000, 1999000, 3093000, 3997000, 5997000, 7994000, 11991000, 15989000, 17987000, 25982000, 34231000, 50962000, 67583000, 93934000, 124912000, 167881000, 232578000, 314778000, 436520000, 322774000, 542618000, 796440000, 1048305000, 1459801000, 2069889000, 2812352000, 3641793000, 5023139000, 7167261000
41, 6995000, 0, 0, 0, 999000, 0, 0, 999000, 0, 999000, 999000, 1999000, 1998000, 1999000, 3997000, 7995000, 7995000, 11991000, 14990000, 18987000, 26981000, 37973000, 50964000, 67953000, 92933000, 127911000, 171879000, 239832000, 336768000, 438583000, 609582000, 326275000, 780959000, 1127722000, 1512956000, 2212446000, 3306674000, 4241020000, 5467498000, 7011131000, 9594135000
42, 16985000, 0, 0, 0, 0, 1000000, 0, 0, 1000000, 999000, 1007000, 1990000, 2999000, 2996000, 3997000, 5997000, 7994000, 9993000, 14990000, 23982000, 25983000, 36973000, 50965000, 69950000, 92844000, 129908000, 176731000, 258817000, 330299000, 465003000, 614968000, 592137000, 822423000, 1115838000, 1521417000, 2122377000, 2904864000, 3886463000, 5303923000, 7272067000, 10396269000, 13476662000
43, 22977000, 0, 0, 0, 0, 999000, 0, 0, 1000000, 999000, 998000, 1999000, 1998000, 2998000, 3998000, 5994000, 7995000, 10993000, 13989000, 21985000, 29979000, 40971000, 52965000, 72947000, 99930000, 141900000, 185869000, 255821000, 340459000, 466671000, 458678000, 694512000, 820899000, 1131745000, 1616586000, 2156533000, 2926115000, 4001637000, 5536032000, 7817099000, 11025663000, 13610174000, 18292997000
44, 43972000, 0, 0, 0, 0, 999000, 0, 0, 999000, 999000, 1000000, 1999000, 1998000, 2998000, 4997000, 4996000, 8994000, 10993000, 14989000, 20985000, 29979000, 40973000, 55960000, 72946000, 103929000, 140901000, 185869000, 251436000, 359748000, 487279000, 648545000, 348314000, 875385000, 1177920000, 1614981000, 2230772000, 3081293000, 4164958000, 5679861000, 7621212000, 10367811000, 13893415000, 19656166000, 25199741000
45, 104926000, 0, 0, 0, 999000, 0, 0, 999000, 0, 1000000, 1998000, 999000, 1998000, 4006000, 3988000, 5997000, 7993000, 11993000, 14989000, 21984000, 29980000, 39972000, 54961000, 74949000, 98929000, 147897000, 184869000, 256724000, 398722000, 490670000, 655274000, 607644000, 869910000, 1177715000, 1638408000, 2241742000, 3027324000, 4459568000, 6045256000, 7957747000, 11105227000, 14498259000, 19587692000, 26991398000, 39157026000
46, 163885000, 0, 999000, 0, 0, 0, 999000, 0, 999000, 1000000, 1998000, 2999000, 3997000, 5995000, 5996000, 5995000, 8498000, 11992000, 18987000, 22986000, 42968000, 54628000, 71949000, 101932000, 134911000, 169884000, 221852000, 355855000, 434348000, 529629000, 388733000, 667066000, 940883000, 1265384000, 1763855000, 2377103000, 3313553000, 4357994000, 5849331000, 8155848000, 12182312000, 16132134000, 20956930000, 27211519000, 36028707000, 48572108000
47, 121915000, 0, 999000, 0, 0, 999000, 0, 1000000, 0, 1999000, 998000, 1999000, 2998000, 3998000, 4996000, 5996000, 8992000, 11991000, 15990000, 21984000, 31979000, 42968000, 59959000, 76946000, 106926000, 145903000, 204853000, 273816000, 371453000, 498668000, 703903000, 431696000, 1010820000, 1307227000, 1727648000, 2376756000, 3267098000, 4674549000, 6500911000, 8058639000, 10975890000, 14979240000, 19943141000, 27469839000, 37801645000, 50015492000, 67136586000
48, 121913000, 0, 999000, 0, 0, 0, 1000000, 0, 999000, 1001000, 997000, 2006000, 2992000, 2997000, 3996000, 6998000, 9993000, 13990000, 15988000, 23982000, 33977000, 41970000, 56959000, 80944000, 108924000, 147983000, 206181000, 280811000, 383747000, 521711000, 709022000, 684667000, 938990000, 1353115000, 1784226000, 2479185000, 3477015000, 4666660000, 6228480000, 8419483000, 11537537000, 15075060000, 20671095000, 29500898000, 38071658000, 50112798000, 72459424000, 94369671000
