n, tiempo
2497, 210
2498, 205
2499, 206
2500, 201
2501, 200
2502, 203
2503, 205
2504, 210
2505, 213
2506, 269
2507, 208
2508, 215
2509, 204
2510, 211
2511, 209
2512, 205
2513, 222
2514, 208
2515, 229
2516, 233
2517, 206
2518, 221
2519, 213
2520, 205
2521, 215
2522, 228
2523, 211
2524, 208
2525, 215
2526, 213
2527, 215
2528, 205
2529, 204
2530, 212
2531, 209
2532, 214
2533, 238
2534, 220
2535, 209
2536, 217
2537, 219
2538, 236
2539, 216
2540, 239
2541, 218
2542, 205
2543, 214
2544, 222
2545, 221
2546, 227
2547, 226
2548, 212
2549, 229
2550, 230
2551, 218
2552, 224
2553, 217
2554, 221
2555, 212
2556, 272
2557, 257
2558, 228
2559, 218
2560, 215
2561, 222
2562, 233
2563, 224
2564, 220
2565, 262
2566, 228
2567, 224
2568, 225
2569, 220
2570, 238
2571, 224
2572, 220
2573, 234
2574, 220
2575, 227
2576, 229
2577, 231
2578, 232
2579, 216
2580, 234
2581, 226
2582, 230
2583, 220
2584, 244
2585, 236
2586, 223
2587, 236
2588, 224
2589, 231
2590, 221
2591, 220
2592, 222
2593, 220
2594, 270
2595, 249
2596, 234
2597, 250
2598, 237
2599, 220
2600, 243
2601, 298
2602, 298
2603, 246
2604, 242
2605, 233
2606, 239
2607, 235
2608, 238
2609, 231
2610, 226
2611, 235
2612, 239
2613, 251
2614, 257
2615, 245
2616, 235
2617, 220
2618, 232
2619, 303
2620, 306
2621, 241
2622, 242
2623, 250
2624, 248
2625, 242
2626, 240
2627, 254
2628, 263
2629, 259
2630, 262
2631, 256
2632, 262
2633, 234
2634, 226
2635, 237
2636, 229
2637, 243
2638, 236
2639, 250
2640, 253
2641, 265
2642, 266
2643, 257
2644, 270
2645, 251
2646, 255
2647, 256
2648, 249
2649, 276
2650, 258
2651, 263
2652, 272
2653, 260
2654, 271
2655, 290
2656, 279
2657, 280
2658, 269
2659, 271
2660, 259
2661, 269
2662, 263
2663, 275
2664, 250
2665, 250
2666, 275
2667, 260
2668, 239
2669, 233
2670, 283
2671, 277
2672, 284
2673, 246
2674, 267
2675, 275
2676, 270
2677, 269
2678, 263
2679, 299
2680, 277
2681, 279
2682, 275
2683, 273
2684, 276
2685, 288
2686, 267
2687, 274
2688, 278
2689, 287
2690, 289
2691, 290
2692, 288
2693, 274
2694, 274
2695, 269
2696, 283
2697, 306
2698, 267
2699, 264
2700, 289
2701, 277
2702, 269
2703, 256
2704, 270
2705, 257
2706, 243
2707, 267
2708, 291
2709, 280
2710, 250
2711, 240
2712, 236
2713, 245
2714, 237
2715, 239
2716, 242
2717, 251
2718, 248
2719, 245
2720, 253
2721, 246
2722, 254
2723, 255
2724, 258
2725, 262
2726, 256
2727, 239
2728, 244
2729, 257
2730, 244
2731, 250
2732, 250
2733, 243
2734, 265
2735, 256
2736, 255
2737, 260
2738, 257
2739, 253
2740, 246
2741, 257
2742, 257
2743, 245
2744, 251
2745, 256
2746, 249
2747, 252
2748, 247
2749, 251
2750, 251
2751, 247
2752, 245
2753, 249
2754, 249
2755, 244
2756, 247
2757, 253
2758, 261
2759, 246
2760, 246
2761, 272
2762, 254
2763, 252
2764, 247
2765, 246
2766, 255
2767, 250
2768, 258
2769, 242
2770, 253
2771, 260
2772, 258
2773, 251
2774, 254
2775, 252
2776, 248
2777, 267
2778, 301
2779, 259
2780, 258
2781, 248
2782, 255
2783, 264
2784, 282
2785, 252
2786, 259
2787, 286
2788, 253
2789, 266
2790, 262
2791, 259
2792, 267
2793, 267
2794, 276
2795, 270
2796, 278
2797, 263
2798, 258
2799, 274
2800, 311
2801, 273
2802, 278
2803, 264
2804, 276
2805, 293
2806, 264
2807, 258
2808, 265
2809, 262
2810, 268
2811, 273
2812, 272
2813, 268
2814, 274
2815, 271
2816, 262
2817, 274
2818, 278
2819, 269
2820, 275
2821, 260
2822, 268
2823, 265
2824, 277
2825, 279
2826, 273
2827, 269
2828, 274
2829, 272
2830, 279
2831, 275
2832, 273
2833, 271
2834, 275
2835, 258
2836, 268
2837, 273
2838, 277
2839, 265
2840, 269
2841, 283
2842, 288
2843, 284
2844, 282
2845, 281
2846, 282
2847, 287
2848, 285
2849, 280
2850, 279
2851, 283
2852, 301
2853, 287
2854, 282
2855, 270
2856, 284
2857, 270
2858, 280
2859, 291
2860, 298
2861, 267
2862, 285
2863, 278
2864, 290
2865, 288
2866, 296
2867, 290
2868, 291
2869, 290
2870, 292
2871, 271
2872, 285
2873, 282
2874, 289
2875, 290
2876, 285
2877, 281
2878, 269
2879, 287
2880, 274
2881, 280
2882, 298
2883, 280
2884, 303
2885, 283
2886, 284
2887, 285
2888, 280
2889, 283
2890, 294
2891, 278
2892, 283
2893, 297
2894, 294
2895, 285
2896, 295
2897, 288
2898, 282
2899, 279
2900, 285
2901, 279
2902, 285
2903, 283
2904, 312
2905, 285
2906, 286
2907, 283
2908, 294
2909, 281
2910, 289
2911, 306
2912, 276
2913, 290
2914, 283
2915, 280
2916, 313
2917, 284
2918, 293
2919, 289
2920, 300
2921, 299
2922, 297
2923, 290
2924, 283
2925, 303
2926, 285
2927, 292
2928, 293
2929, 295
2930, 298
2931, 282
2932, 290
2933, 295
2934, 300
2935, 319
2936, 283
2937, 289
2938, 345
2939, 310
2940, 300
2941, 281
2942, 299
2943, 299
2944, 306
2945, 317
2946, 287
2947, 300
2948, 305
2949, 298
2950, 305
2951, 303
2952, 302
2953, 296
2954, 307
2955, 322
2956, 304
2957, 292
2958, 292
2959, 298
2960, 298
2961, 298
2962, 304
2963, 291
2964, 302
2965, 312
2966, 298
2967, 303
2968, 298
2969, 294
2970, 311
2971, 303
2972, 343
2973, 309
2974, 303
2975, 313
2976, 306
2977, 310
2978, 316
2979, 310
2980, 300
2981, 302
2982, 305
2983, 297
2984, 308
2985, 312
2986, 310
2987, 303
2988, 318
2989, 319
2990, 310
2991, 314
2992, 302
2993, 305
2994, 314
2995, 303
2996, 307
2997, 306
2998, 316
2999, 320
3000, 321
3001, 329
3002, 338
3003, 324
3004, 302
3005, 312
3006, 311
3007, 308
3008, 321
3009, 312
3010, 324
3011, 328
3012, 314
3013, 322
3014, 316
3015, 302
3016, 313
3017, 311
3018, 318
3019, 317
3020, 316
3021, 314
3022, 310
3023, 304
3024, 343
3025, 322
3026, 322
3027, 319
3028, 316
3029, 310
3030, 320
3031, 316
3032, 323
3033, 313
3034, 324
3035, 312
3036, 324
3037, 303
3038, 324
3039, 326
3040, 319
3041, 308
3042, 326
3043, 319
3044, 316
3045, 319
3046, 317
3047, 313
3048, 317
3049, 322
3050, 321
3051, 326
3052, 326
3053, 329
3054, 336
3055, 363
3056, 332
3057, 362
3058, 319
3059, 374
3060, 343
3061, 334
3062, 328
3063, 340
3064, 321
3065, 329
3066, 340
3067, 333
3068, 319
3069, 345
3070, 327
3071, 337
3072, 333
3073, 324
3074, 333
3075, 348
3076, 338
3077, 325
3078, 330
3079, 329
3080, 329
3081, 329
3082, 335
3083, 332
3084, 326
3085, 333
3086, 332
3087, 335
3088, 324
3089, 331
3090, 327
3091, 341
3092, 334
3093, 327
3094, 338
3095, 344
3096, 338
3097, 341
3098, 329
3099, 330
3100, 333
3101, 323
3102, 342
3103, 362
3104, 343
3105, 327
3106, 337
3107, 338
3108, 337
3109, 337
3110, 332
3111, 347
3112, 351
3113, 325
3114, 338
3115, 332
3116, 336
3117, 330
3118, 334
3119, 335
3120, 330
3121, 347
3122, 346
3123, 322
3124, 328
3125, 334
3126, 332
3127, 344
3128, 331
3129, 342
3130, 353
3131, 332
3132, 331
3133, 337
3134, 339
3135, 341
3136, 336
3137, 337
3138, 341
3139, 349
3140, 354
3141, 354
3142, 344
3143, 332
3144, 347
3145, 339
3146, 339
3147, 350
3148, 344
3149, 344
3150, 341
3151, 351
3152, 352
3153, 345
3154, 347
3155, 351
3156, 341
3157, 343
3158, 395
3159, 341
3160, 346
3161, 338
3162, 334
3163, 337
3164, 332
3165, 344
3166, 353
3167, 360
3168, 343
3169, 350
3170, 353
3171, 350
3172, 367
3173, 353
3174, 358
3175, 373
3176, 356
3177, 344
3178, 349
3179, 365
3180, 355
3181, 358
3182, 365
3183, 354
3184, 362
3185, 345
3186, 341
3187, 351
3188, 351
3189, 345
3190, 363
3191, 358
3192, 346
3193, 369
3194, 366
3195, 352
3196, 349
3197, 352
3198, 355
3199, 355
3200, 369
3201, 358
3202, 342
3203, 346
3204, 378
3205, 361
3206, 357
3207, 355
3208, 359
3209, 372
3210, 365
3211, 352
3212, 351
3213, 369
3214, 358
3215, 375
3216, 356
3217, 365
3218, 361
3219, 367
3220, 370
3221, 366
3222, 372
3223, 372
3224, 360
3225, 365
3226, 389
3227, 353
3228, 360
3229, 361
3230, 360
3231, 362
3232, 359
3233, 353
3234, 361
3235, 375
3236, 365
3237, 368
3238, 363
3239, 366
3240, 374
3241, 373
3242, 375
3243, 368
3244, 467
3245, 410
3246, 381
3247, 385
3248, 372
3249, 424
3250, 476
3251, 387
3252, 379
3253, 377
3254, 386
3255, 366
3256, 368
3257, 369
3258, 371
3259, 376
3260, 375
3261, 371
3262, 371
3263, 381
3264, 371
3265, 369
3266, 382
3267, 391
3268, 378
3269, 355
3270, 362
3271, 379
3272, 366
3273, 375
3274, 378
3275, 378
3276, 382
3277, 383
3278, 360
3279, 388
3280, 382
3281, 368
3282, 374
3283, 381
3284, 373
3285, 395
3286, 388
3287, 379
3288, 371
3289, 399
3290, 381
3291, 378
3292, 380
3293, 369
3294, 393
3295, 387
3296, 377
3297, 384
3298, 374
3299, 381
3300, 433
3301, 386
3302, 381
3303, 381
3304, 383
3305, 383
3306, 374
3307, 399
3308, 406
3309, 379
3310, 410
3311, 381
3312, 400
3313, 371
3314, 397
3315, 375
3316, 384
3317, 378
3318, 410
3319, 373
3320, 400
3321, 395
3322, 373
3323, 383
3324, 382
3325, 378
3326, 404
3327, 378
3328, 376
3329, 383
3330, 392
3331, 437
3332, 392
3333, 395
3334, 392
3335, 377
3336, 388
3337, 386
3338, 395
3339, 385
3340, 385
3341, 394
3342, 395
3343, 391
3344, 389
3345, 400
3346, 379
3347, 401
3348, 378
3349, 390
3350, 392
3351, 401
3352, 385
3353, 398
3354, 388
3355, 397
3356, 410
3357, 395
3358, 411
3359, 392
3360, 402
3361, 403
3362, 400
3363, 385
3364, 413
3365, 407
3366, 393
3367, 397
3368, 393
3369, 406
3370, 393
3371, 411
3372, 404
3373, 408
3374, 400
3375, 391
3376, 403
3377, 390
3378, 415
3379, 385
3380, 393
3381, 401
3382, 389
3383, 415
3384, 424
3385, 402
3386, 400
3387, 390
3388, 399
3389, 394
3390, 409
3391, 400
3392, 415
3393, 396
3394, 411
3395, 414
3396, 435
3397, 393
3398, 406
3399, 417
3400, 401
3401, 406
3402, 409
3403, 409
3404, 396
3405, 399
3406, 394
3407, 407
3408, 412
3409, 405
3410, 394
3411, 419
3412, 401
3413, 403
3414, 416
3415, 399
3416, 406
3417, 399
3418, 430
3419, 395
3420, 419
3421, 452
3422, 410
3423, 419
3424, 429
3425, 402
3426, 421
3427, 421
3428, 422
3429, 401
3430, 403
3431, 405
3432, 413
3433, 403
3434, 423
3435, 472
3436, 410
3437, 409
3438, 414
3439, 411
3440, 424
3441, 406
3442, 417
3443, 421
3444, 429
3445, 426
3446, 404
3447, 418
3448, 421
3449, 406
3450, 427
3451, 422
3452, 424
3453, 419
3454, 434
3455, 405
3456, 412
3457, 430
3458, 434
3459, 461
3460, 412
3461, 426
3462, 426
3463, 436
3464, 430
3465, 438
3466, 406
3467, 420
3468, 434
3469, 444
3470, 432
3471, 412
3472, 438
3473, 421
3474, 433
3475, 418
3476, 415
3477, 420
3478, 403
3479, 426
3480, 423
3481, 419
3482, 431
3483, 437
3484, 431
3485, 423
3486, 412
3487, 429
3488, 427
3489, 431
3490, 423
3491, 437
3492, 432
3493, 431
3494, 440
3495, 426
3496, 423
3497, 438
3498, 421
3499, 442
3500, 420
3501, 422
3502, 436
3503, 426
3504, 443
3505, 437
3506, 436
3507, 439
3508, 430
3509, 422
3510, 432
3511, 452
3512, 470
3513, 439
3514, 421
3515, 438
3516, 429
3517, 427
3518, 442
3519, 423
3520, 425
3521, 443
3522, 466
3523, 458
3524, 453
3525, 443
3526, 451
3527, 444
3528, 455
3529, 439
3530, 436
3531, 434
3532, 428
3533, 427
3534, 440
3535, 441
3536, 458
3537, 435
3538, 444
3539, 446
3540, 432
3541, 424
3542, 456
3543, 460
3544, 459
3545, 448
3546, 457
3547, 469
3548, 497
3549, 476
3550, 438
3551, 441
3552, 418
3553, 438
3554, 442
3555, 445
3556, 466
3557, 450
3558, 440
3559, 459
3560, 504
3561, 515
3562, 471
3563, 483
3564, 481
3565, 495
3566, 479
3567, 479
3568, 513
3569, 496
3570, 503
3571, 493
3572, 582
3573, 472
3574, 441
3575, 478
3576, 469
3577, 462
3578, 480
3579, 460
3580, 471
3581, 539
3582, 531
3583, 506
3584, 500
3585, 490
3586, 530
3587, 508
3588, 472
3589, 489
3590, 511
3591, 513
3592, 463
3593, 461
3594, 470
3595, 455
3596, 454
3597, 491
3598, 508
3599, 480
3600, 517
3601, 500
3602, 508
3603, 510
3604, 486
3605, 475
3606, 473
3607, 450
3608, 444
3609, 446
3610, 459
3611, 493
3612, 507
3613, 486
3614, 508
3615, 533
3616, 547
3617, 515
3618, 537
3619, 564
3620, 535
3621, 552
3622, 528
3623, 509
3624, 516
3625, 469
3626, 465
3627, 457
3628, 559
3629, 467
3630, 463
3631, 478
3632, 491
3633, 457
3634, 468
3635, 476
3636, 473
3637, 490
3638, 500
3639, 486
3640, 463
3641, 482
3642, 481
3643, 463
3644, 457
3645, 478
3646, 491
3647, 478
3648, 475
3649, 467
3650, 495
3651, 467
3652, 482
3653, 474
3654, 475
3655, 484
3656, 499
3657, 483
3658, 467
3659, 484
3660, 479
3661, 494
3662, 492
3663, 474
3664, 485
3665, 470
3666, 481
3667, 487
3668, 467
3669, 481
3670, 470
3671, 486
3672, 488
3673, 564
3674, 495
3675, 510
3676, 477
3677, 473
3678, 504
3679, 468
3680, 489
3681, 479
3682, 466
3683, 484
3684, 484
3685, 472
3686, 509
3687, 493
3688, 481
3689, 461
3690, 474
3691, 487
3692, 477
3693, 487
3694, 472
3695, 476
3696, 479
3697, 492
3698, 481
3699, 478
3700, 466
3701, 470
3702, 523
3703, 492
3704, 489
3705, 485
3706, 490
3707, 470
3708, 506
3709, 484
3710, 498
3711, 510
3712, 490
3713, 494
3714, 486
3715, 512
3716, 474
3717, 497
3718, 488
3719, 489
3720, 510
3721, 481
3722, 483
3723, 480
3724, 491
3725, 496
3726, 497
3727, 508
3728, 502
3729, 507
3730, 481
3731, 514
3732, 500
3733, 487
3734, 490
3735, 492
3736, 493
3737, 499
3738, 483
3739, 511
3740, 518
3741, 507
3742, 501
3743, 506
3744, 499
3745, 491
3746, 513
3747, 521
3748, 487
3749, 505
3750, 488
3751, 551
3752, 510
3753, 493
3754, 484
3755, 536
3756, 514
3757, 519
3758, 504
3759, 511
3760, 503
3761, 503
3762, 518
3763, 510
3764, 526
3765, 517
3766, 497
3767, 506
3768, 497
3769, 497
3770, 503
3771, 491
3772, 501
3773, 500
3774, 496
3775, 511
3776, 494
3777, 513
3778, 510
3779, 522
3780, 524
3781, 525
3782, 528
3783, 538
3784, 519
3785, 504
3786, 503
3787, 510
3788, 493
3789, 557
3790, 504
3791, 516
3792, 513
3793, 504
3794, 525
3795, 508
3796, 526
3797, 507
3798, 505
3799, 505
3800, 484
3801, 509
3802, 506
3803, 512
3804, 508
3805, 517
3806, 498
3807, 513
3808, 519
3809, 559
3810, 508
3811, 517
3812, 525
3813, 552
3814, 526
3815, 543
3816, 528
3817, 544
3818, 532
3819, 533
3820, 562
3821, 531
3822, 524
3823, 541
3824, 525
3825, 544
3826, 570
3827, 534
3828, 536
3829, 536
3830, 597
3831, 520
3832, 519
3833, 512
3834, 518
3835, 539
3836, 555
3837, 520
3838, 514
3839, 508
3840, 538
3841, 541
3842, 547
3843, 587
3844, 536
3845, 538
3846, 549
3847, 533
3848, 537
3849, 568
3850, 534
3851, 525
3852, 536
3853, 545
3854, 533
3855, 530
3856, 535
3857, 524
3858, 541
3859, 551
3860, 536
3861, 535
3862, 547
3863, 538
3864, 544
3865, 548
3866, 549
3867, 582
3868, 564
3869, 545
3870, 523
3871, 535
3872, 530
3873, 555
3874, 524
3875, 568
3876, 541
3877, 543
3878, 545
3879, 534
3880, 544
3881, 577
3882, 527
3883, 564
3884, 540
3885, 537
3886, 537
3887, 528
3888, 524
3889, 539
3890, 534
3891, 548
3892, 546
3893, 546
3894, 557
3895, 534
3896, 520
3897, 558
3898, 549
3899, 562
3900, 573
3901, 528
3902, 542
3903, 542
3904, 536
3905, 543
3906, 561
3907, 621
3908, 548
3909, 537
3910, 552
3911, 560
3912, 561
3913, 535
3914, 564
3915, 533
3916, 569
3917, 548
3918, 547
3919, 543
3920, 557
3921, 545
3922, 558
3923, 541
3924, 584
3925, 573
3926, 561
3927, 556
3928, 543
3929, 543
3930, 552
3931, 549
3932, 551
3933, 559
3934, 550
3935, 544
3936, 545
3937, 544
3938, 567
3939, 561
3940, 546
3941, 560
3942, 567
3943, 571
3944, 540
3945, 561
3946, 547
3947, 583
3948, 589
3949, 566
3950, 565
3951, 568
3952, 562
3953, 552
3954, 551
3955, 555
3956, 563
3957, 546
3958, 550
3959, 541
3960, 558
3961, 561
3962, 555
3963, 568
3964, 569
3965, 583
3966, 554
3967, 587
3968, 588
3969, 561
3970, 594
3971, 552
3972, 572
3973, 562
3974, 555
3975, 577
3976, 568
3977, 574
3978, 566
3979, 586
3980, 555
3981, 572
3982, 614
3983, 623
3984, 631
3985, 580
3986, 553
3987, 577
3988, 562
3989, 582
3990, 556
3991, 565
3992, 577
3993, 573
3994, 586
3995, 562
3996, 583
3997, 552
3998, 577
3999, 572
4000, 580
