
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 1003000
9, 0
10, 0
11, 0
12, 996000
13, 999000
14, 999000
15, 3998000
16, 6994000
17, 14994000
18, 29979000
19, 53963000
20, 113923000
21, 224254000
22, 449703000
23, 889060000
24, 1860309000
25, 3588573000
26, 7093133000
27, 13535603000
